# Tectonic upstream baseline file manifest
# revision	upstream-3.0.17-forge-1.20.1
# revision_timestamp	2025-11-08T00:24:20-05:00
path	size_bytes	sha256	source_set	in_final_forge_1_20_1_jar	inclusion_mode
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/terrain_spline/offset/islands.json	15468	44dac713d9c5188b381a60358d918dd8774c696e6ad45c7b19c96d55d4a3a59c	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/terrain_spline/roughness.json	1258	8c89eb3c85391a959404dc0c6a4b32dd86f13ffcfc4c68a060d3ed62c4e7bf30	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/noise/island_temperature.json	75	af238d2b23fbaf25240b7affae5ef76e4c9dfc2ce36c0a84ebf99f59b97bb6bb	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/terralith/worldgen/density_function/overworld/extra_terrain_base.json	92	fc254e6534410c2427bb0e1caca6b3bd4b5d20595c5fda02121b0eb86ea6e35a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/terralith/worldgen/density_function/overworld/spike/size_spline.json	1541	c850e1d535895ab3f399eab4c167442efb888e8af8416133e6e1eee296abb593	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/pack.mcmeta	69	8d9acbd74b29864057c97f59e5662a573e6c52482be51bcb64d365ebd3b5966b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.ultrasmooth/data/tectonic/worldgen/density_function/sloped_cheese.json	4567	92ccb7439d306aceda4a4bfcbc30b4e9fa83a89fb21601793885ccddf36b673e	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.ultrasmooth/pack.mcmeta	69	8d9acbd74b29864057c97f59e5662a573e6c52482be51bcb64d365ebd3b5966b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/pack.mcmeta	2860	1958043a0ca1434c1534278393f0ff831de5debfb97204a0364b80a398426cf7	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/pack.png	27720	851f803476cd2622975801a3c1ac44de51715d27f77abd3008009ef673c30a71	common:main	YES	resource
src/common/main/tectonic.mixins.json	578	b78a193bb07f582ac352a9b50cce200bd28756dcbb4f1d6ba3896151fd9b0be3	common:main	YES	generated resource input
src/fabric/1.20.1/main/java/dev/worldgen/tectonic/compat/TectonicModMenuCompat.java	394	78cf01dd922c4b40e3023f8b4b8b50c6d1b6f4ea4f7a1101e471882339a3e12e	fabric:1.20.1:main	NO	-
src/fabric/1.20.1/main/java/dev/worldgen/tectonic/TectonicFabric.java	3907	d261a24986368174c71c9b7361bd2de2111edf94168f2c3b9f26cfa96de1caa3	fabric:1.20.1:main	NO	-
src/fabric/1.21.1/main/java/dev/worldgen/tectonic/compat/TectonicModMenuCompat.java	394	78cf01dd922c4b40e3023f8b4b8b50c6d1b6f4ea4f7a1101e471882339a3e12e	fabric:1.21.1:main	NO	-
src/fabric/1.21.1/main/java/dev/worldgen/tectonic/ConfigResourceCondition.java	1192	5410cd12a8fee3ef559c3a1d2e03cdc9ca5ba45dda27e5f7dd00f8638ab8bc6c	fabric:1.21.1:main	NO	-
src/fabric/1.21.1/main/java/dev/worldgen/tectonic/TectonicFabric.java	2490	7be6175a7105bc4d93dfa21ddad2ae65cf305f6eaf8280c80bb2f1ef9fd8050f	fabric:1.21.1:main	NO	-
src/fabric/1.21.10/main/java/dev/worldgen/tectonic/compat/TectonicModMenuCompat.java	394	78cf01dd922c4b40e3023f8b4b8b50c6d1b6f4ea4f7a1101e471882339a3e12e	fabric:1.21.10:main	NO	-
src/fabric/1.21.10/main/java/dev/worldgen/tectonic/ConfigResourceCondition.java	1236	a5697be9e500d101a08233ded2272ce595fae8be606001da8274adbc1fe82797	fabric:1.21.10:main	NO	-
src/fabric/1.21.10/main/java/dev/worldgen/tectonic/TectonicFabric.java	2490	d36b0b6f766c6df4ea1bf5e053ac9668a1e67022fdd0b580e9dc787e72b81582	fabric:1.21.10:main	NO	-
src/forge/1.20.1/main/java/dev/worldgen/tectonic/TectonicLexforge.java	4927	11fc824cda845a4cd14ab81d4e6891a56a50b5d4a4c1c27e069617264533665a	forge:1.20.1:main	YES	compiled class
src/neoforge/1.21.1/main/java/dev/worldgen/tectonic/ConfigResourceCondition.java	910	71e2835a9d74bb931728461d91bcaac9517a2237f493ee5b88c10c78720ab757	neoforge:1.21.1:main	NO	-
src/neoforge/1.21.1/main/java/dev/worldgen/tectonic/TectonicNeoforge.java	4320	01a9925fceb40d64b1790f25f03e6050d954f2f83da0cfd090d78438789df8c2	neoforge:1.21.1:main	NO	-
src/neoforge/1.21.1/main/java/dev/worldgen/tectonic/TectonicNeoforgeClient.java	558	543e7cb5ae8dd5fe6cea01447a24b59eb294b33cfd7e9ceee4aa2ce2e4dc8e93	neoforge:1.21.1:main	NO	-
src/neoforge/1.21.10/main/java/dev/worldgen/tectonic/ConfigResourceCondition.java	910	71e2835a9d74bb931728461d91bcaac9517a2237f493ee5b88c10c78720ab757	neoforge:1.21.10:main	NO	-
src/neoforge/1.21.10/main/java/dev/worldgen/tectonic/TectonicNeoforge.java	6703	b2b17b1429ef27cc0ccea92fd9f899b85a4404d637cfab3a5b085a9b2fc8c5b7	neoforge:1.21.10:main	NO	-
src/neoforge/1.21.10/main/java/dev/worldgen/tectonic/TectonicNeoforgeClient.java	558	543e7cb5ae8dd5fe6cea01447a24b59eb294b33cfd7e9ceee4aa2ce2e4dc8e93	neoforge:1.21.10:main	NO	-
src/shared/1.20.1/main/java/dev/worldgen/tectonic/client/gui/ConfigList.java	4023	aaa4fcaf552e85b277d8d91308d68f0b5a49df4d6202eb655096b027536b37c5	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/client/gui/ConfigScreen.java	1920	b67ce575647c1a436c9664cd6a266b85635b55083f071a0382b71ccb143ed22e	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/client/gui/PresetSelectorScreen.java	3778	5f55c9fb73613cab7d3f030101ff630b58da35c6b5bd23ee6b262cfe8a647ab4	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/client/gui/widget/FixedStringWidget.java	1582	8874186c3d882fae203996151f175285883f5917402392167ab3a6484a06849f	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/client/gui/widget/SliderWidget.java	6588	805d6f1a7e389722997acaae48bff9f06691d351f65f1af4f121fd5db7289439	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/command/TectonicCommandActual.java	694	84a2e327ac3829b8a7b95f378c26b85a3d05fbf3bb595db1a61a9673b8f5ba5a	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/lithostitched/SetHeightLimitsModifier.java	2363	00dc4be060bbbfddc0d49be27a41f1f6daed7fb048af8a65d27dc6a1c0686f36	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/mixin/BuiltInPackSourceAccessor.java	381	3bfba1d2b70e1c05f227e44d7abe1dc4ce28b5d75eb6b7bbbafc08ecae849aaa	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/mixin/ChunkSerializerMixin.java	2992	e1e2a5c0bf51527d4443df6b1166aa9a50f524d3259c9ef0bc53a424d1b02abc	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/mixin/PackRepositoryMixin.java	2038	b8f64c8275ce1d6314de762aa9b5af88182554fa0db3632f7deeed97c080994f	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/TectonicActual.java	610	802331a1ac82c53cfeee42962ed8c65eb84476dd0712e5492551cf8ac2c75a25	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/TectonicModifierPredicate.java	827	85dbe06de8f3a984bdda9fae22d412e3dae4b7262eb2eae4e4868273ae3e1076	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/java/dev/worldgen/tectonic/TectonicRepositorySource.java	541	34da76dd2206ded9fbc7030e53d4868dc64c8fbd4d3085cca7ea3578e70b9d67	shared:1.20.1:main	YES	compiled class
src/shared/1.20.1/main/tectonic_1.20.1.mixins.json	289	0ddad5afd39ad2dbb3e3359917bf5a1a3e188a295c378d2313e701f3c3ff2368	shared:1.20.1:main	YES	generated resource input
src/shared/1.21.1/main/java/dev/worldgen/tectonic/client/gui/ConfigList.java	4158	b93f001e4302d12f1a9933ce4a06abe9d521e870a0913644d4dfd295ed2b2a6e	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/client/gui/ConfigScreen.java	1954	cbde9a8f3b3a05c0e33188cb395b22991bc9ff76703fafe3eb6f8f8954777e5c	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/client/gui/PresetSelectorScreen.java	3975	7d103050c733432ad481020e6fac69144052ca20f66af2550c71b54a0aba7972	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/client/gui/widget/SliderWidget.java	6799	7c30de2342a56ecee20467894ce596e03b6ac25a2d2559f906914d9f2a70b826	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/command/TectonicCommandActual.java	694	84a2e327ac3829b8a7b95f378c26b85a3d05fbf3bb595db1a61a9673b8f5ba5a	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/lithostitched/SetHeightLimitsModifier.java	3179	692ed11ea38bf11914efd8b1560b9f5e716bbad9beaf213e2733f6c992a824cd	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/mixin/ChunkSerializerMixin.java	3101	f5113f2e3ec9a220189ec3d1560d043aa9e5344f212941eb52d7a542b3754ed6	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/java/dev/worldgen/tectonic/TectonicActual.java	644	78551acc05a9a40d956aef7e98c946931d2f9561084e9ba159b0913c7644e5fc	shared:1.21.1:main	NO	-
src/shared/1.21.1/main/tectonic_1.21.1.mixins.json	227	0bae10a3254e09b2fa680de9c6ebc816f31e2f1d9f9df36865314c4f1917d4b6	shared:1.21.1:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/client/gui/ConfigList.java	4139	4ed627c57346f93afff064e5d3ccbe2baa55e039754f8c659ae0cf1f78207cc5	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/client/gui/ConfigScreen.java	1956	727e41aa9199946381b234ff3ddd08551a03a004dd52382f3cc50cb587505048	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/client/gui/PresetSelectorScreen.java	4028	59547487573a44aab265a92d1d0902f9bc763bf2536082730a3120096b6b1a74	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/client/gui/widget/SliderWidget.java	6997	e8965d0e09df5d60b2866b43f62be784f3fbb02b47935045356c3b4bd9b74686	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/command/TectonicCommandActual.java	654	8b34910746e27dc6dc4a790be46f9376a3cd9fbc0edee98cabaa5a777775feaa	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/lithostitched/SetHeightLimitsModifier.java	3300	7549560561b85dfd6f72e75994c41f2dfc2fff5a3f5e2d799075beb5c3779c8e	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/mixin/SerializableChunkDataMixin.java	2965	880d2fa13472a8de5a16adf6055026a811c340324d3b9dc6c6384a1350245a61	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/java/dev/worldgen/tectonic/TectonicActual.java	649	48b908d7bcbd6c6fbca8a5b800cd45a608a866d1cca0d680d931322c3f8b4d1a	shared:1.21.10:main	NO	-
src/shared/1.21.10/main/tectonic_1.21.10.mixins.json	233	208aa10736fda65279f7682104b11e57f33e8c02f585beff9772edfa5b8a9e7c	shared:1.21.10:main	NO	-
uploader.py	4394	3a9b186440f02d5730014306cc250af44c236f8d706bea347f1adec566c95d8c	repository	NO	-
